C:\cg_training\Self_Driving_Car\Data\IMG\center_2019_01_31_22_01_22_035.jpg,C:\cg_training\Self_Driving_Car\Data\IMG\left_2019_01_31_22_01_22_035.jpg,C:\cg_training\Self_Driving_Car\Data\IMG\right_2019_01_31_22_01_22_035.jpg,0,0,0,3.146726E-05
C:\cg_training\Self_Driving_Car\Data\IMG\center_2019_01_31_22_01_22_104.jpg,C:\cg_training\Self_Driving_Car\Data\IMG\left_2019_01_31_22_01_22_104.jpg,C:\cg_training\Self_Driving_Car\Data\IMG\right_2019_01_31_22_01_22_104.jpg,0,0,0,4.06523E-06
C:\cg_training\Self_Driving_Car\Data\IMG\center_2019_01_31_22_01_22_173.jpg,C:\cg_training\Self_Driving_Car\Data\IMG\left_2019_01_31_22_01_22_173.jpg,C:\cg_training\Self_Driving_Car\Data\IMG\right_2019_01_31_22_01_22_173.jpg,0,0,0,2.536985E-06
C:\cg_training\Self_Driving_Car\Data\IMG\center_2019_01_31_22_01_22_242.jpg,C:\cg_training\Self_Driving_Car\Data\IMG\left_2019_01_31_22_01_22_242.jpg,C:\cg_training\Self_Driving_Car\Data\IMG\right_2019_01_31_22_01_22_242.jpg,0,0,0,4.361207E-06
C:\cg_training\Self_Driving_Car\Data\IMG\center_2019_01_31_22_01_22_311.jpg,C:\cg_training\Self_Driving_Car\Data\IMG\left_2019_01_31_22_01_22_311.jpg,C:\cg_training\Self_Driving_Car\Data\IMG\right_2019_01_31_22_01_22_311.jpg,0,0,0,1.305606E-06
C:\cg_training\Self_Driving_Car\Data\IMG\center_2019_01_31_22_01_22_380.jpg,C:\cg_training\Self_Driving_Car\Data\IMG\left_2019_01_31_22_01_22_380.jpg,C:\cg_training\Self_Driving_Car\Data\IMG\right_2019_01_31_22_01_22_380.jpg,0,0,0,1.669979E-05
C:\cg_training\Self_Driving_Car\Data\IMG\center_2019_01_31_22_01_22_451.jpg,C:\cg_training\Self_Driving_Car\Data\IMG\left_2019_01_31_22_01_22_451.jpg,C:\cg_training\Self_Driving_Car\Data\IMG\right_2019_01_31_22_01_22_451.jpg,0,0,0,8.62753E-06
C:\cg_training\Self_Driving_Car\Data\IMG\center_2019_01_31_22_01_22_518.jpg,C:\cg_training\Self_Driving_Car\Data\IMG\left_2019_01_31_22_01_22_518.jpg,C:\cg_training\Self_Driving_Car\Data\IMG\right_2019_01_31_22_01_22_518.jpg,0,0,0,6.010056E-06
C:\cg_training\Self_Driving_Car\Data\IMG\center_2019_01_31_22_01_22_587.jpg,C:\cg_training\Self_Driving_Car\Data\IMG\left_2019_01_31_22_01_22_587.jpg,C:\cg_training\Self_Driving_Car\Data\IMG\right_2019_01_31_22_01_22_587.jpg,0,0,0,1.39473E-06
C:\cg_training\Self_Driving_Car\Data\IMG\center_2019_01_31_22_01_22_654.jpg,C:\cg_training\Self_Driving_Car\Data\IMG\left_2019_01_31_22_01_22_654.jpg,C:\cg_training\Self_Driving_Car\Data\IMG\right_2019_01_31_22_01_22_654.jpg,0,0,0,1.703014E-05
C:\cg_training\Self_Driving_Car\Data\IMG\center_2019_01_31_22_01_22_721.jpg,C:\cg_training\Self_Driving_Car\Data\IMG\left_2019_01_31_22_01_22_721.jpg,C:\cg_training\Self_Driving_Car\Data\IMG\right_2019_01_31_22_01_22_721.jpg,0,0,0,9.317888E-06
C:\cg_training\Self_Driving_Car\Data\IMG\center_2019_01_31_22_01_22_791.jpg,C:\cg_training\Self_Driving_Car\Data\IMG\left_2019_01_31_22_01_22_791.jpg,C:\cg_training\Self_Driving_Car\Data\IMG\right_2019_01_31_22_01_22_791.jpg,0,0,0,1.543472E-05
C:\cg_training\Self_Driving_Car\Data\IMG\center_2019_01_31_22_01_22_860.jpg,C:\cg_training\Self_Driving_Car\Data\IMG\left_2019_01_31_22_01_22_860.jpg,C:\cg_training\Self_Driving_Car\Data\IMG\right_2019_01_31_22_01_22_860.jpg,0,0,0,4.034558E-06
C:\cg_training\Self_Driving_Car\Data\IMG\center_2019_01_31_22_01_22_929.jpg,C:\cg_training\Self_Driving_Car\Data\IMG\left_2019_01_31_22_01_22_929.jpg,C:\cg_training\Self_Driving_Car\Data\IMG\right_2019_01_31_22_01_22_929.jpg,0,0,0,5.098489E-06
C:\cg_training\Self_Driving_Car\Data\IMG\center_2019_01_31_22_01_23_000.jpg,C:\cg_training\Self_Driving_Car\Data\IMG\left_2019_01_31_22_01_23_000.jpg,C:\cg_training\Self_Driving_Car\Data\IMG\right_2019_01_31_22_01_23_000.jpg,0,0,0,6.310721E-06
C:\cg_training\Self_Driving_Car\Data\IMG\center_2019_01_31_22_01_23_070.jpg,C:\cg_training\Self_Driving_Car\Data\IMG\left_2019_01_31_22_01_23_070.jpg,C:\cg_training\Self_Driving_Car\Data\IMG\right_2019_01_31_22_01_23_070.jpg,0,0,0,1.709871E-05
C:\cg_training\Self_Driving_Car\Data\IMG\center_2019_01_31_22_01_23_138.jpg,C:\cg_training\Self_Driving_Car\Data\IMG\left_2019_01_31_22_01_23_138.jpg,C:\cg_training\Self_Driving_Car\Data\IMG\right_2019_01_31_22_01_23_138.jpg,0,0,0,7.42277E-06
C:\cg_training\Self_Driving_Car\Data\IMG\center_2019_01_31_22_01_23_208.jpg,C:\cg_training\Self_Driving_Car\Data\IMG\left_2019_01_31_22_01_23_208.jpg,C:\cg_training\Self_Driving_Car\Data\IMG\right_2019_01_31_22_01_23_208.jpg,0,0,0,1.117644E-05
C:\cg_training\Self_Driving_Car\Data\IMG\center_2019_01_31_22_01_23_276.jpg,C:\cg_training\Self_Driving_Car\Data\IMG\left_2019_01_31_22_01_23_276.jpg,C:\cg_training\Self_Driving_Car\Data\IMG\right_2019_01_31_22_01_23_276.jpg,0,0,0,1.756656E-05
C:\cg_training\Self_Driving_Car\Data\IMG\center_2019_01_31_22_01_23_346.jpg,C:\cg_training\Self_Driving_Car\Data\IMG\left_2019_01_31_22_01_23_346.jpg,C:\cg_training\Self_Driving_Car\Data\IMG\right_2019_01_31_22_01_23_346.jpg,0,0,0,3.144372E-06
C:\cg_training\Self_Driving_Car\Data\IMG\center_2019_01_31_22_01_23_415.jpg,C:\cg_training\Self_Driving_Car\Data\IMG\left_2019_01_31_22_01_23_415.jpg,C:\cg_training\Self_Driving_Car\Data\IMG\right_2019_01_31_22_01_23_415.jpg,0,0,0,9.215144E-06
C:\cg_training\Self_Driving_Car\Data\IMG\center_2019_01_31_22_01_23_484.jpg,C:\cg_training\Self_Driving_Car\Data\IMG\left_2019_01_31_22_01_23_484.jpg,C:\cg_training\Self_Driving_Car\Data\IMG\right_2019_01_31_22_01_23_484.jpg,0,0,0,1.616367E-05
C:\cg_training\Self_Driving_Car\Data\IMG\center_2019_01_31_22_01_23_555.jpg,C:\cg_training\Self_Driving_Car\Data\IMG\left_2019_01_31_22_01_23_555.jpg,C:\cg_training\Self_Driving_Car\Data\IMG\right_2019_01_31_22_01_23_555.jpg,0,0,0,2.479837E-06
C:\cg_training\Self_Driving_Car\Data\IMG\center_2019_01_31_22_01_23_623.jpg,C:\cg_training\Self_Driving_Car\Data\IMG\left_2019_01_31_22_01_23_623.jpg,C:\cg_training\Self_Driving_Car\Data\IMG\right_2019_01_31_22_01_23_623.jpg,0,0,0,1.902931E-05
C:\cg_training\Self_Driving_Car\Data\IMG\center_2019_01_31_22_01_23_693.jpg,C:\cg_training\Self_Driving_Car\Data\IMG\left_2019_01_31_22_01_23_693.jpg,C:\cg_training\Self_Driving_Car\Data\IMG\right_2019_01_31_22_01_23_693.jpg,0,0,0,9.249052E-06
C:\cg_training\Self_Driving_Car\Data\IMG\center_2019_01_31_22_01_23_760.jpg,C:\cg_training\Self_Driving_Car\Data\IMG\left_2019_01_31_22_01_23_760.jpg,C:\cg_training\Self_Driving_Car\Data\IMG\right_2019_01_31_22_01_23_760.jpg,0,0,0,1.818162E-05
C:\cg_training\Self_Driving_Car\Data\IMG\center_2019_01_31_22_01_23_830.jpg,C:\cg_training\Self_Driving_Car\Data\IMG\left_2019_01_31_22_01_23_830.jpg,C:\cg_training\Self_Driving_Car\Data\IMG\right_2019_01_31_22_01_23_830.jpg,0,0,0,1.108628E-05
C:\cg_training\Self_Driving_Car\Data\IMG\center_2019_01_31_22_01_23_897.jpg,C:\cg_training\Self_Driving_Car\Data\IMG\left_2019_01_31_22_01_23_897.jpg,C:\cg_training\Self_Driving_Car\Data\IMG\right_2019_01_31_22_01_23_897.jpg,0,0,0,9.616518E-06
C:\cg_training\Self_Driving_Car\Data\IMG\center_2019_01_31_22_01_23_965.jpg,C:\cg_training\Self_Driving_Car\Data\IMG\left_2019_01_31_22_01_23_965.jpg,C:\cg_training\Self_Driving_Car\Data\IMG\right_2019_01_31_22_01_23_965.jpg,0,0,0,3.313678E-05
C:\cg_training\Self_Driving_Car\Data\IMG\center_2019_01_31_22_01_24_033.jpg,C:\cg_training\Self_Driving_Car\Data\IMG\left_2019_01_31_22_01_24_033.jpg,C:\cg_training\Self_Driving_Car\Data\IMG\right_2019_01_31_22_01_24_033.jpg,0,0,0,1.19734E-05
C:\cg_training\Self_Driving_Car\Data\IMG\center_2019_01_31_22_01_24_102.jpg,C:\cg_training\Self_Driving_Car\Data\IMG\left_2019_01_31_22_01_24_102.jpg,C:\cg_training\Self_Driving_Car\Data\IMG\right_2019_01_31_22_01_24_102.jpg,0,0,0,1.344852E-05
C:\cg_training\Self_Driving_Car\Data\IMG\center_2019_01_31_22_01_24_169.jpg,C:\cg_training\Self_Driving_Car\Data\IMG\left_2019_01_31_22_01_24_169.jpg,C:\cg_training\Self_Driving_Car\Data\IMG\right_2019_01_31_22_01_24_169.jpg,0,0,0,3.30629E-06
C:\cg_training\Self_Driving_Car\Data\IMG\center_2019_01_31_22_01_24_237.jpg,C:\cg_training\Self_Driving_Car\Data\IMG\left_2019_01_31_22_01_24_237.jpg,C:\cg_training\Self_Driving_Car\Data\IMG\right_2019_01_31_22_01_24_237.jpg,0,0,0,3.647853E-06
C:\cg_training\Self_Driving_Car\Data\IMG\center_2019_01_31_22_01_24_308.jpg,C:\cg_training\Self_Driving_Car\Data\IMG\left_2019_01_31_22_01_24_308.jpg,C:\cg_training\Self_Driving_Car\Data\IMG\right_2019_01_31_22_01_24_308.jpg,0,0,0,1.258543E-05
C:\cg_training\Self_Driving_Car\Data\IMG\center_2019_01_31_22_01_24_376.jpg,C:\cg_training\Self_Driving_Car\Data\IMG\left_2019_01_31_22_01_24_376.jpg,C:\cg_training\Self_Driving_Car\Data\IMG\right_2019_01_31_22_01_24_376.jpg,0,0,0,1.97928E-05
C:\cg_training\Self_Driving_Car\Data\IMG\center_2019_01_31_22_01_24_445.jpg,C:\cg_training\Self_Driving_Car\Data\IMG\left_2019_01_31_22_01_24_445.jpg,C:\cg_training\Self_Driving_Car\Data\IMG\right_2019_01_31_22_01_24_445.jpg,0,0,0,3.902769E-06
C:\cg_training\Self_Driving_Car\Data\IMG\center_2019_01_31_22_01_24_514.jpg,C:\cg_training\Self_Driving_Car\Data\IMG\left_2019_01_31_22_01_24_514.jpg,C:\cg_training\Self_Driving_Car\Data\IMG\right_2019_01_31_22_01_24_514.jpg,0,0,0,9.848039E-06
C:\cg_training\Self_Driving_Car\Data\IMG\center_2019_01_31_22_01_24_582.jpg,C:\cg_training\Self_Driving_Car\Data\IMG\left_2019_01_31_22_01_24_582.jpg,C:\cg_training\Self_Driving_Car\Data\IMG\right_2019_01_31_22_01_24_582.jpg,0,0,0,4.625689E-07
C:\cg_training\Self_Driving_Car\Data\IMG\center_2019_01_31_22_01_24_651.jpg,C:\cg_training\Self_Driving_Car\Data\IMG\left_2019_01_31_22_01_24_651.jpg,C:\cg_training\Self_Driving_Car\Data\IMG\right_2019_01_31_22_01_24_651.jpg,0,0,0,1.031123E-05
C:\cg_training\Self_Driving_Car\Data\IMG\center_2019_01_31_22_01_24_718.jpg,C:\cg_training\Self_Driving_Car\Data\IMG\left_2019_01_31_22_01_24_718.jpg,C:\cg_training\Self_Driving_Car\Data\IMG\right_2019_01_31_22_01_24_718.jpg,0,0,0,1.447566E-05
C:\cg_training\Self_Driving_Car\Data\IMG\center_2019_01_31_22_01_24_789.jpg,C:\cg_training\Self_Driving_Car\Data\IMG\left_2019_01_31_22_01_24_789.jpg,C:\cg_training\Self_Driving_Car\Data\IMG\right_2019_01_31_22_01_24_789.jpg,0,0,0,1.909104E-05
C:\cg_training\Self_Driving_Car\Data\IMG\center_2019_01_31_22_01_24_858.jpg,C:\cg_training\Self_Driving_Car\Data\IMG\left_2019_01_31_22_01_24_858.jpg,C:\cg_training\Self_Driving_Car\Data\IMG\right_2019_01_31_22_01_24_858.jpg,0,0,0,1.563357E-05
C:\cg_training\Self_Driving_Car\Data\IMG\center_2019_01_31_22_01_24_925.jpg,C:\cg_training\Self_Driving_Car\Data\IMG\left_2019_01_31_22_01_24_925.jpg,C:\cg_training\Self_Driving_Car\Data\IMG\right_2019_01_31_22_01_24_925.jpg,0,0,0,1.254557E-05
C:\cg_training\Self_Driving_Car\Data\IMG\center_2019_01_31_22_01_24_993.jpg,C:\cg_training\Self_Driving_Car\Data\IMG\left_2019_01_31_22_01_24_993.jpg,C:\cg_training\Self_Driving_Car\Data\IMG\right_2019_01_31_22_01_24_993.jpg,0,0,0,6.22707E-06
C:\cg_training\Self_Driving_Car\Data\IMG\center_2019_01_31_22_01_25_063.jpg,C:\cg_training\Self_Driving_Car\Data\IMG\left_2019_01_31_22_01_25_063.jpg,C:\cg_training\Self_Driving_Car\Data\IMG\right_2019_01_31_22_01_25_063.jpg,0,0,0,1.520408E-05
C:\cg_training\Self_Driving_Car\Data\IMG\center_2019_01_31_22_01_25_130.jpg,C:\cg_training\Self_Driving_Car\Data\IMG\left_2019_01_31_22_01_25_130.jpg,C:\cg_training\Self_Driving_Car\Data\IMG\right_2019_01_31_22_01_25_130.jpg,0,0,0,5.692708E-06
C:\cg_training\Self_Driving_Car\Data\IMG\center_2019_01_31_22_01_25_199.jpg,C:\cg_training\Self_Driving_Car\Data\IMG\left_2019_01_31_22_01_25_199.jpg,C:\cg_training\Self_Driving_Car\Data\IMG\right_2019_01_31_22_01_25_199.jpg,0,0,0,4.505987E-06
C:\cg_training\Self_Driving_Car\Data\IMG\center_2019_01_31_22_01_25_268.jpg,C:\cg_training\Self_Driving_Car\Data\IMG\left_2019_01_31_22_01_25_268.jpg,C:\cg_training\Self_Driving_Car\Data\IMG\right_2019_01_31_22_01_25_268.jpg,0,0,0,1.486827E-05
C:\cg_training\Self_Driving_Car\Data\IMG\center_2019_01_31_22_01_25_338.jpg,C:\cg_training\Self_Driving_Car\Data\IMG\left_2019_01_31_22_01_25_338.jpg,C:\cg_training\Self_Driving_Car\Data\IMG\right_2019_01_31_22_01_25_338.jpg,0,0,0,5.46788E-06
C:\cg_training\Self_Driving_Car\Data\IMG\center_2019_01_31_22_01_25_408.jpg,C:\cg_training\Self_Driving_Car\Data\IMG\left_2019_01_31_22_01_25_408.jpg,C:\cg_training\Self_Driving_Car\Data\IMG\right_2019_01_31_22_01_25_408.jpg,0,0,0,1.676346E-05
C:\cg_training\Self_Driving_Car\Data\IMG\center_2019_01_31_22_01_25_476.jpg,C:\cg_training\Self_Driving_Car\Data\IMG\left_2019_01_31_22_01_25_476.jpg,C:\cg_training\Self_Driving_Car\Data\IMG\right_2019_01_31_22_01_25_476.jpg,0,0,0,4.999158E-06
C:\cg_training\Self_Driving_Car\Data\IMG\center_2019_01_31_22_01_25_544.jpg,C:\cg_training\Self_Driving_Car\Data\IMG\left_2019_01_31_22_01_25_544.jpg,C:\cg_training\Self_Driving_Car\Data\IMG\right_2019_01_31_22_01_25_544.jpg,0,0,0,3.474477E-06
C:\cg_training\Self_Driving_Car\Data\IMG\center_2019_01_31_22_01_25_613.jpg,C:\cg_training\Self_Driving_Car\Data\IMG\left_2019_01_31_22_01_25_613.jpg,C:\cg_training\Self_Driving_Car\Data\IMG\right_2019_01_31_22_01_25_613.jpg,0,0,0,8.406117E-06
C:\cg_training\Self_Driving_Car\Data\IMG\center_2019_01_31_22_01_25_681.jpg,C:\cg_training\Self_Driving_Car\Data\IMG\left_2019_01_31_22_01_25_681.jpg,C:\cg_training\Self_Driving_Car\Data\IMG\right_2019_01_31_22_01_25_681.jpg,0,0,0,1.096837E-05
C:\cg_training\Self_Driving_Car\Data\IMG\center_2019_01_31_22_01_25_749.jpg,C:\cg_training\Self_Driving_Car\Data\IMG\left_2019_01_31_22_01_25_749.jpg,C:\cg_training\Self_Driving_Car\Data\IMG\right_2019_01_31_22_01_25_749.jpg,0,0,0,1.707298E-05
C:\cg_training\Self_Driving_Car\Data\IMG\center_2019_01_31_22_01_25_819.jpg,C:\cg_training\Self_Driving_Car\Data\IMG\left_2019_01_31_22_01_25_819.jpg,C:\cg_training\Self_Driving_Car\Data\IMG\right_2019_01_31_22_01_25_819.jpg,0,0,0,2.530477E-06
C:\cg_training\Self_Driving_Car\Data\IMG\center_2019_01_31_22_01_25_889.jpg,C:\cg_training\Self_Driving_Car\Data\IMG\left_2019_01_31_22_01_25_889.jpg,C:\cg_training\Self_Driving_Car\Data\IMG\right_2019_01_31_22_01_25_889.jpg,0,0,0,1.3508E-05
C:\cg_training\Self_Driving_Car\Data\IMG\center_2019_01_31_22_01_25_959.jpg,C:\cg_training\Self_Driving_Car\Data\IMG\left_2019_01_31_22_01_25_959.jpg,C:\cg_training\Self_Driving_Car\Data\IMG\right_2019_01_31_22_01_25_959.jpg,0,0,0,3.278098E-06
